index	CTD_id	UMLS_CUI	type	
2640	C078588	C0211296	chemical
2641	C051869	C0050008	chemical
2642	D003523	C0010590	chemical
2643	C096326	C0006054	chemical
2644	C516685	C1872502	chemical
2645	C585486	C3713341	chemical
2646	C534887	C2607710	chemical
2647	D010242	C0030438	chemical
2648	D009075	C0026669	chemical
2649	C503534	C1620001	chemical
2650	D005461	C0016330	chemical
2651	C063463	C0083303	chemical
2652	C009684	C0078503	chemical
2653	C019123	C0069204	chemical
2654	C018674	C0076271	chemical
2655	C009438	C0076316	chemical
2656	D002392	C0007404	chemical
2657	C045989	C0059853	chemical
2658	D000068557	C0386393	chemical
2659	C020728	C0056641	chemical
2660	C003726	C0077375	chemical
2661	D003849	C0011503	chemical
2662	C039323	C0051817	chemical
2663	C010835	C0047195	chemical
2664	C051762	C0057096	chemical
2665	C022970	C0045870	chemical
2666	D017828	C0140575	chemical
2667	C097603	C0385708	chemical
2668	D019797	C0047506	chemical
2669	C000617228	C4506405	chemical
2670	C029350	C0044496	chemical
2671	D000077152	C0171023	chemical
2672	D045542	C0066153	chemical
2673	C043232	C0145217	chemical
2674	D000113	C0001050	chemical
2675	D010869	C0031937	chemical
2676	D014807	C0042866	chemical
2677	D020155	C0047456	chemical
2678	D010109	C0030071	chemical
2679	D004731	C0014264	chemical
2680	C529457	C2354371	chemical
2681	D001380	C0004483	chemical
2682	D008665	C0025541	chemical
2683	D008711	C0025641	chemical
2684	D001562	C0005050	chemical
2685	C008513	C0047618	chemical
2686	C031365	C0059459	chemical
2687	D002317	C0007220	chemical
2688	D007660	C0022635	chemical
2689	C012227	C0054640	chemical
2690	D003367	C0010194	chemical
2691	D005576	C0917964	chemical
2692	C084101	C0248572	chemical
2693	C542355	C2717351	chemical
2694	D007648	C0022611	chemical
2695	C114149	C0756793	chemical
2696	C083486	C0247402	chemical
2697	D012841	C0037138	chemical
2698	D005448	C0016301	chemical
2699	C412852	C0972205	chemical
2700	C086123	C0252416	chemical
2701	C017906	C0047374	chemical
2702	C014024	C0045418	chemical
2703	C419924	C1327841	chemical
2704	C002963	C0061230	chemical
2705	C512484	C1743473	chemical
2706	C106714	C0540496	chemical
2707	C030516	C0065880	chemical
2708	C501517	C1570360	chemical
2709	D002192	C0006882	chemical
2710	C013407	C0053142	chemical
2711	C015668	C0048045	chemical
2712	C059330	C0636883	chemical
2713	C034171	C0057662	chemical
2714	C042375	C0048255	chemical
2715	D007530	C0022180	chemical
2716	D000077604	C0048504	chemical
2717	C028007	C0068685	chemical
2718	D002710	C0008196	chemical
2719	D000077556	C0281666	chemical
2720	C083440	C0247317	chemical
2721	C119999	C0769274	chemical
2722	D058832	C2936527	chemical
2723	C533671	C2605785	chemical
2724	D008749	C0025736	chemical
2725	D006858	C0020274	chemical
2726	C004528	C0053152	chemical
2727	D002809	C0008466	chemical
2728	D007649	C0022614	chemical
2729	C033069	C0066282	chemical
2730	D010076	C0029997	chemical
2731	C582246	C3658827	chemical
2732	C041398	C0049759	chemical
2733	D009248	C0027302	chemical
2734	D000077213	C0064636	chemical
2735	C418118	C0963191	chemical
2736	D010665	C0031495	chemical
2737	C528740	C2353631	chemical
2738	C572332	C3492328	chemical
2739	C052091	C0052080	chemical
2740	C547322	C2932065	chemical
2741	C032706	C0244223	chemical
2742	C542919	C2743827	chemical
2743	C046941	C0129691	chemical
2744	C111118	C0672439	chemical
2745	D015647	C0949470	chemical
2746	C040601	C0070540	chemical
2747	C005090	C0064698	chemical
2748	D002438	C0007552	chemical
2749	C074024	C0167105	chemical
2750	D006512	C0019166	chemical
2751	D009842	C0028954	chemical
2752	C100162	C0050458	chemical
2753	D012459	C0036077	chemical
2754	C508709	C1700670	chemical
2755	C519323	C1956595	chemical
2756	C023427	C0061971	chemical
2757	C568958	C3252663	chemical
2758	D000318	C0001644	chemical
2759	C012301	C0058678	chemical
2760	C055370	C0633248	chemical
2761	C044846	C0099733	chemical
2762	C525191	C1644606	chemical
2763	D003518	C0010581	chemical
2764	C042867	C0074941	chemical
2765	D000077403	C0076275	chemical
2766	C005218	C0066230	chemical
2767	C481758	C1434969	chemical
2768	C506540	C1667753	chemical
2769	C035132	C0048676	chemical
2770	C061073	C0047441	chemical
2771	C501362	C0675179	chemical
2772	C009500	C0076799	chemical
2773	C028045	C0066828	chemical
2774	C070526	C0130241	chemical
2775	C019552	C0074069	chemical
2776	C089799	C0289468	chemical
2777	C025136	C0070620	chemical
2778	C475637	C1259673	chemical
2779	C061610	C0045807	chemical
2780	D011716	C0034237	chemical
2781	D000069582	C1436328	chemical
2782	C070191	C0526892	chemical
2783	C082414	C0660318	chemical
2784	C018231	C2194167	chemical
2785	C081643	C0717550	chemical
2786	D000078262	C0073374	chemical
2787	C020371	C0063479	chemical
2788	C045894	C0048852	chemical
2789	D002251	C0007022	chemical
2790	D000068877	C0939537	chemical
2791	C046170	C0068418	chemical
2792	C078765	C0211626	chemical
2793	C033696	C0615748	chemical
2794	C057906	C0635619	chemical
2795	D008702	C0025627	chemical
2796	C568952	C3254594	chemical
2797	D011743	C0034289	chemical
2798	C082360	C0218501	chemical
2799	C069711	C0091696	chemical
2800	D011765	C0034338	chemical
2801	D004640	C0013974	chemical
2802	D008752	C0025748	chemical
2803	C018966	C0048327	chemical
2804	D002077	C0006491	chemical
2805	C070927	C0149481	chemical
2806	C038717	C0073451	chemical
2807	C038328	C0053334	chemical
2808	C054694	C0164902	chemical
2809	D014311	C0041098	chemical
2810	C085009	C0250237	chemical
2811	C122128	C0909855	chemical
2812	C018250	C2930550	chemical
2813	C002887	C0053708	chemical
2814	D013759	C0039663	chemical
2815	C087490	C0255253	chemical
2816	C005134	C0064170	chemical
2817	D011562	C0033850	chemical
2818	C035444	C2930041	chemical
2819	C419410	C0963800	chemical
2820	D014001	C0040238	chemical
2821	C026539	C0068168	chemical
2822	C100082	C0065556	chemical
2823	C109268	C0969365	chemical
2824	D018030	C0206490	chemical
2825	C473650	C1176159	chemical
2826	C079302	C0656867	chemical
2827	C020300	C0066766	chemical
2828	C079689	C0213379	chemical
2829	D005446	C0016298	chemical
2830	D015636	C0024472	chemical
2831	D000077784	C1700874	chemical
2832	C506207	C1664150	chemical
2833	C411602	C2713495	chemical
2834	C006303	C0050560	chemical
2835	C030290	C0065591	chemical
2836	C019012	C0066275	chemical
2837	C063998	C0083772	chemical
2838	C558357	C3181391	chemical
2839	D002166	C0006812	chemical
2840	C508548	C1701687	chemical
2841	C014290	C0122812	chemical
2842	D011621	C0033991	chemical
2843	C045936	C0053048	chemical
2844	C009131	C0084253	chemical
2845	D017610	C0206106	chemical
2846	C043648	C0054340	chemical
2847	D004178	C0012589	chemical
2848	C046961	C0050142	chemical
2849	C042524	C0046768	chemical
2850	D013109	C0037906	chemical
2851	C004454	C2936708	chemical
2852	D005478	C0016374	chemical
2853	D002241	C0007004	chemical
2854	D016308	C0079286	chemical
2855	C034532	C0129975	chemical
2856	C570662	C3490745	chemical
2857	C478085	C2607427	chemical
2858	D000077713	C0044971	chemical
2859	C534359	C2604765	chemical
2860	C521292	C1958590	chemical
2861	C032788	C0058391	chemical
2862	D002040	C0006388	chemical
2863	C001355	C0062961	chemical
2864	C007930	C0062599	chemical
2865	C040527	C0048893	chemical
2866	D010073	C0029994	chemical
2867	C034959	C0059387	chemical
2868	D051100	C0207072	chemical
2869	C474576	C1258827	chemical
2870	C523027	C2002412	chemical
2871	C520025	C2983812	chemical
2872	D019800	C0070570	chemical
2873	C025096	C0076740	chemical
2874	C099069	C0388812	chemical
2875	C043636	C0208084	chemical
2876	C017998	C0243521	chemical
2877	C047316	C0060470	chemical
2878	C060506	C0074992	chemical
2879	C409045	C0914729	chemical
2880	C033356	C0055007	chemical
2881	C089163	C0258708	chemical
2882	D007538	C0022209	chemical
2883	D014273	C0040989	chemical
2884	D018120	C0060389	chemical
2885	D010707	C0031596	chemical
2886	C095911	C0382113	chemical
2887	C006149	C0066561	chemical
2888	C119641	C0768502	chemical
2889	C091346	C0292819	chemical
2890	C097009	C0384398	chemical
2891	C050228	C0075790	chemical
2892	C047638	C0051150	chemical
2893	C003390	C0046874	chemical
2894	D052244	C1568245	chemical
2895	C005569	C0071098	chemical
2896	C011659	C0051842	chemical
2897	D000897	C0003216	chemical
2898	D000629	C0002578	chemical
2899	C072046	C0111197	chemical
2900	D000073879	C0073354	chemical
2901	C029269	C0049188	chemical
2902	C097983	C0386485	chemical
2903	D010293	C0030557	chemical
2904	D017638	C0056502	chemical
2905	C560597	C3178462	chemical
2906	C032587	C0069454	chemical
2907	C111745	C0673798	chemical
2908	C033394	C0055173	chemical
2909	C473959	C2825610	chemical
2910	C076996	C0172934	chemical
2911	C004511	C0054247	chemical
2912	D014011	C0040263	chemical
2913	D005411	C0016198	chemical
2914	D013431	C0038720	chemical
2915	C120508	C0907879	chemical
2916	C513571	C1738263	chemical
2917	C076852	C0654036	chemical
2918	C541428	C2716556	chemical
2919	D012973	C0037518	chemical
2920	C083752	C0661872	chemical
2921	C031287	C0046421	chemical
2922	C018637	C0070760	chemical
2923	C077750	C0655074	chemical
2924	D000068876	C0388087	chemical
2925	C025637	C0048729	chemical
2926	C055601	C0074235	chemical
2927	C064507	C0082361	chemical
2928	C019539	C0071833	chemical
2929	D013893	C0039962	chemical
2930	C016600	C0066752	chemical
2931	C425384	C0965964	chemical
2932	D019344	C0064582	chemical
2933	C030090	C0070913	chemical
2934	C515155	C1870916	chemical
2935	D008874	C0026056	chemical
2936	C500823	C1569590	chemical
2937	D045424	C1258022	chemical
2938	C044982	C0057749	chemical
2939	C018209	C0048008	chemical
2940	D000069501	C2607886	chemical
2941	C017014	C0052135	chemical
2942	C561306	C3254723	chemical
2943	C003655	C0046322	chemical
2944	C089836	C0289547	chemical
2945	C562099	C3253853	chemical
2946	C035253	C0047696	chemical
2947	C057912	C0526319	chemical
2948	C498826	C1721376	chemical
2949	C011860	C0051338	chemical
2950	C474071	C1258360	chemical
2951	C552597	C2974686	chemical
2952	C011767	C0110093	chemical
2953	D054439	C0911014	chemical
2954	C013293	C0076404	chemical
2955	C038501	C0132749	chemical
2956	C016908	C0137120	chemical
2957	C026163	C0105626	chemical
2958	D002136	C0006726	chemical
2959	C552150	C1831893	chemical
2960	D015120	C0000610	chemical
2961	C572961	C3492911	chemical
2962	C084439	C0662612	chemical
2963	D010577	C0031262	chemical
2964	C008967	C0071593	chemical
2965	D019290	C0065879	chemical
2966	D011735	C0034271	chemical
2967	C518313	C1870169	chemical
2968	C014898	C0063842	chemical
2969	C421010	C0971424	chemical
2970	C107901	C0665238	chemical
2971	C039671	C0055721	chemical
2972	C064146	C0083168	chemical
2973	D010165	C0030230	chemical
2974	D017640	C0086983	chemical
2975	C100143	C0076274	chemical
2976	C035879	C0617072	chemical
2977	D013713	C0039512	chemical
2978	C046522	C0208225	chemical
2979	C108338	C0666176	chemical
2980	C064620	C0641650	chemical
2981	C487262	C1452944	chemical
2982	C014959	C0102081	chemical
2983	D004369	C0013254	chemical
2984	C007145	C3255598	chemical
2985	C082313	C0218405	chemical
2986	C531023	C2604588	chemical
2987	C062117	C0047094	chemical
2988	C583602	C3712797	chemical
2989	C043940	C0072652	chemical
2990	C451734	C1456409	chemical
2991	C096822	C0384007	chemical
2992	C487932	C1704439	chemical
2993	C525458	C2713633	chemical
2994	C012606	C0048737	chemical
2995	D002994	C0009002	chemical
2996	D006072	C0018096	chemical
2997	C078949	C0211977	chemical
2998	C583074	C3711520	chemical
2999	C008259	C0064688	chemical
3000	C476033	C1260024	chemical
3001	D006908	C0020387	chemical
3002	C551466	C2935906	chemical
3003	C582338	C3658773	chemical
3004	C500927	C1569722	chemical
3005	C119467	C0768119	chemical
3006	C021182	C0044923	chemical
3007	D005436	C0016267	chemical
3008	C099689	C0390093	chemical
3009	D005936	C0017696	chemical
3010	C529269	C2354169	chemical
3011	D005474	C0016366	chemical
3012	C107231	C0663788	chemical
3013	C045345	C0061139	chemical
3014	C023614	C0057779	chemical
3015	C079215	C0212486	chemical
3016	C053085	C0044482	chemical
3017	D019904	C0005533	chemical
3018	C530804	C2604526	chemical
3019	C461261	C1138000	chemical
3020	D010136	C0030140	chemical
3021	C021100	C0077034	chemical
3022	C041502	C0066541	chemical
3023	D004492	C0013618	chemical
3024	C510945	C1722427	chemical
3025	C560625	C3178497	chemical
3026	C040896	C0052561	chemical
3027	C098468	C0387542	chemical
3028	C058081	C1099053	chemical
3029	C020914	C0063921	chemical
3030	C008437	C0045261	chemical
3031	C568950	C3254591	chemical
3032	C100234	C0053284	chemical
3033	C013038	C0063142	chemical
3034	C554954	C2975021	chemical
3035	C028929	C0061062	chemical
3036	C093344	C0297048	chemical
3037	C542859	C2699758	chemical
3038	C055818	C0057034	chemical
3039	C570404	C3490488	chemical
3040	D064751	C0002616	chemical
3041	D019346	C0142785	chemical
3042	C518685	C1873329	chemical
3043	C100322	C0390813	chemical
3044	C118156	C0765244	chemical
3045	D007486	C0022046	chemical
3046	C038377	C0065093	chemical
3047	D000077922	C0962390	chemical
3048	D014527	C0041980	chemical
3049	C061621	C0638600	chemical
3050	C506645	C1679841	chemical
3051	C054478	C0632494	chemical
3052	C426859	C1176315	chemical
3053	C007355	C0057873	chemical
3054	C484109	C1450660	chemical
3055	C009314	C0071559	chemical
3056	D010401	C0030829	chemical
3057	C060533	C0046181	chemical
3058	D019284	C0076374	chemical
3059	C039993	C0065201	chemical
3060	C503102	C1610291	chemical
3061	D015251	C0014582	chemical
3062	D053959	C0002241	chemical
3063	C057862	C0056661	chemical
3064	C058272	C0068971	chemical
3065	D000069997	C0164196	chemical
3066	D004294	C0013015	chemical
3067	C033560	C0054150	chemical
3068	D000602	C0002526	chemical
3069	D006052	C0018034	chemical
3070	D014363	C0041248	chemical
3071	D014317	C0041120	chemical
3072	C035932	C0074653	chemical
3073	C005197	C0051493	chemical
3074	D004655	C0014020	chemical
3075	C471843	C1174684	chemical
3076	C016163	C0068314	chemical
3077	C529376	C2354285	chemical
3078	C575097	C3501534	chemical
3079	C013280	C0046925	chemical
3080	C531470	C2604307	chemical
3081	D004849	C0014614	chemical
3082	C433771	C1310105	chemical
3083	C549541	C2934092	chemical
3084	C110517	C0917493	chemical
3085	C035318	C0057972	chemical
3086	D000640	C0002602	chemical
3087	D006590	C0019468	chemical
3088	C093792	C0297968	chemical
3089	C036674	C0617654	chemical
3090	C061090	C0043931	chemical
3091	D010726	C0031638	chemical
3092	C025657	C0052413	chemical
3093	C524256	C1999537	chemical
3094	C053506	C0103081	chemical
3095	C006656	C0052759	chemical
3096	C430898	C0967787	chemical
3097	D002698	C0008162	chemical
3098	C550746	C2935276	chemical
3099	D008383	C0024798	chemical
3100	C121876	C3502536	chemical
3101	C006723	C0053289	chemical
3102	D005677	C0016895	chemical
3103	C542674	C2717625	chemical
3104	C020526	C0076665	chemical
3105	D014217	C0041165	chemical
3106	C003626	C0076957	chemical
3107	D011339	C0033209	chemical
3108	D009257	C0027329	chemical
3109	C049235	C0044728	chemical
3110	C055786	C0056143	chemical
3111	C547755	C3655918	chemical
3112	D011092	C0032483	chemical
3113	D011189	C0032825	chemical
3114	C016568	C0049307	chemical
3115	C028959	C0109937	chemical
3116	C010038	C0052761	chemical
3117	D007098	C0020931	chemical
3118	C021337	C0050246	chemical
3119	C508710	C1700693	chemical
3120	C050325	C0063509	chemical
3121	D014302	C0041066	chemical
3122	C060728	C0056025	chemical
3123	C411297	C0916009	chemical
3124	D007616	C0022499	chemical
3125	C472071	C1174898	chemical
3126	D002119	C0006681	chemical
3127	D015662	C0041044	chemical
3128	C511704	C0666893	chemical
3129	C070669	C0125997	chemical
3130	D000198	C0001268	chemical
3131	D002046	C0006403	chemical
3132	C507699	C1702824	chemical
3133	C000603933	C4058811	chemical
3134	C073028	C0527067	chemical
3135	D011099	C0032500	chemical
3136	D009930	C0029224	chemical
3137	C510228	C1721678	chemical
3138	D008464	C0025029	chemical
3139	D010752	C0031692	chemical
3140	C502265	C1571174	chemical
3141	C080118	C0657772	chemical
3142	C071226	C0139556	chemical
3143	C094432	C0299325	chemical
3144	D008353	C0024730	chemical
3145	D013458	C0038777	chemical
3146	C401932	C0910755	chemical
3147	D000077442	C0617623	chemical
3148	D003562	C0010715	chemical
3149	C447082	C1120350	chemical
3150	C014394	C0054805	chemical
3151	C028042	C2604770	chemical
3152	D005459	C0016327	chemical
3153	D000485	C0002092	chemical
3154	C009167	C0603867	chemical
3155	C065299	C0084440	chemical
3156	C100163	C0060649	chemical
3157	C525423	C2000800	chemical
3158	D000305	C0001617	chemical
3159	D002440	C0007557	chemical
3160	C561036	C3254390	chemical
3161	C473481	C1176025	chemical
3162	C100063	C0058831	chemical
3163	C034020	C0003162	chemical
3164	C004912	C0059792	chemical
3165	D005275	C0015824	chemical
3166	C414024	C0971039	chemical
3167	D015232	C0012472	chemical
3168	C018117	C0069308	chemical
3169	C106487	C0540037	chemical
3170	C047944	C0046469	chemical
3171	C428245	C0966843	chemical
3172	C026086	C0066060	chemical
3173	C104750	C0536538	chemical
3174	C555916	C3179599	chemical
3175	C026305	C0056026	chemical
3176	C106263	C1701750	chemical
3177	C580583	C3659718	chemical
3178	C038864	C0096439	chemical
3179	C032994	C0052258	chemical
3180	C005231	C0066400	chemical
3181	D008691	C0025605	chemical
3182	C030703	C0045076	chemical
3183	C033437	C0073061	chemical
3184	C024986	C0052972	chemical
3185	C003943	C0045561	chemical
3186	D011280	C0033008	chemical
3187	C519816	C1957089	chemical
3188	D014042	C0040372	chemical
3189	C098384	C0387349	chemical
3190	C405263	C0912729	chemical
3191	D011413	C0033447	chemical
3192	D017409	C0143993	chemical
3193	D012460	C0036078	chemical
3194	C040656	C0065199	chemical
3195	C007430	C0046979	chemical
3196	C005686	C0074732	chemical
3197	C488311	C1455070	chemical
3198	C037293	C0075749	chemical
3199	C034653	C0069694	chemical
3200	D020280	C0074393	chemical
3201	D001280	C0004237	chemical
3202	C043931	C0053196	chemical
3203	C494622	C1530682	chemical
3204	D000077339	C0063041	chemical
3205	C002205	C0206788	chemical
3206	C050232	C0043966	chemical
3207	C041338	C0048023	chemical
3208	C004681	C0050541	chemical
3209	C402665	C0911202	chemical
3210	C517980	C1870428	chemical
3211	C490483	C1506669	chemical
3212	C032479	C0066875	chemical
3213	C067411	C0091259	chemical
3214	C466859	C1144271	chemical
3215	C100422	C0391011	chemical
